feedback_id,district,state,survey_date,issue_category,service_type,sentiment,satisfaction_score,comment
FB-2026-003856,Nanded,Maharashtra,2026-03-25,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-003857,Bhopal,Madhya Pradesh,2026-01-09,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-003858,Kota,Rajasthan,2026-04-20,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-003859,Nagpur,Maharashtra,2026-05-14,Water Supply,Supply Frequency,Negative,1.0,Water supply is intermittent and pressure is low.
FB-2026-003860,Kutch,Gujarat,2026-07-10,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-003861,Jabalpur,Madhya Pradesh,2026-01-23,Public Transport,Connectivity,Negative,3.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-003862,Raichur,Karnataka,2026-07-08,Public Transport,Connectivity,Negative,1.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-003863,Bikaner,Rajasthan,2026-07-05,Healthcare,Medicine Stock,Negative,3.0,Common medicines were unavailable at the facility.
FB-2026-003864,Nanded,Maharashtra,2026-04-23,Public Safety,Patrolling,Negative,3.0,Residents want stronger night-time patrolling on vulnerable routes.
FB-2026-003865,Mysuru,Karnataka,2026-01-07,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-003866,Udaipur,Rajasthan,2026-05-08,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-003867,Mysuru,Karnataka,2026-02-08,Roads,Erosion,Negative,3.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-003868,Gwalior,Madhya Pradesh,2026-04-15,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-003869,Mumbai Suburban,Maharashtra,2026-02-02,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-003870,Ujjain,Madhya Pradesh,2026-05-11,Digital Government Services,Payment Gateway,Positive,5.0,Online payment for government services is fast and transparent.
FB-2026-003871,Indore,Madhya Pradesh,2026-08-27,Education,Attendance,Positive,3.0,Teacher attendance and student participation have improved.
FB-2026-003872,Nagpur,Maharashtra,2026-01-20,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-003873,Gorakhpur,Uttar Pradesh,2026-08-08,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-003874,Rewa,Madhya Pradesh,2026-06-19,Employment,Job Creation,Negative,3.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-003875,Jodhpur,Rajasthan,2026-01-10,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-003876,Mysuru,Karnataka,2026-05-04,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-003877,Udaipur,Rajasthan,2026-03-11,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-003878,Mysuru,Karnataka,2026-08-13,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-003879,Nashik,Maharashtra,2026-02-08,Education,Staffing,Negative,2.0,Teacher vacancies are affecting continuity of instruction.
FB-2026-003880,Kalaburagi,Karnataka,2026-03-07,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-003881,Bhopal,Madhya Pradesh,2026-03-12,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-003882,Mumbai Suburban,Maharashtra,2026-06-06,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-003883,Jhansi,Uttar Pradesh,2026-02-07,Public Transport,Delay/Frequency,Negative,3.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-003884,Jabalpur,Madhya Pradesh,2026-02-27,Healthcare,Medicine Stock,Negative,3.0,Common medicines were unavailable at the facility.
FB-2026-003885,Kanpur Nagar,Uttar Pradesh,2026-07-05,Employment,Wage Delay,Negative,2.0,Payments under public employment programmes are delayed.
FB-2026-003886,Gwalior,Madhya Pradesh,2026-04-14,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-003887,Mumbai Suburban,Maharashtra,2026-01-12,Employment,Job Creation,Negative,2.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-003888,Mysuru,Karnataka,2026-07-11,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003889,Surat,Gujarat,2026-04-13,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-003890,Prayagraj,Uttar Pradesh,2026-07-30,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003891,Mumbai Suburban,Maharashtra,2026-06-14,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-003892,Rajkot,Gujarat,2026-01-16,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003893,Ujjain,Madhya Pradesh,2026-06-01,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-003894,Kutch,Gujarat,2026-01-09,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-003895,Lucknow,Uttar Pradesh,2026-03-03,Employment,Wage Delay,Negative,2.0,Payments under public employment programmes are delayed.
FB-2026-003896,Mumbai Suburban,Maharashtra,2026-04-30,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-003897,Mumbai Suburban,Maharashtra,2026-07-13,Public Safety,Emergency Response,Positive,4.0,Emergency response was prompt when assistance was requested.
FB-2026-003898,Rajkot,Gujarat,2026-03-08,Sanitation,Public Toilets,Negative,3.0,Public toilets are not consistently functional.
FB-2026-003899,Rewa,Madhya Pradesh,2026-03-26,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-003900,Pune,Maharashtra,2026-04-23,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-003901,Aurangabad,Maharashtra,2026-01-06,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-003902,Prayagraj,Uttar Pradesh,2026-08-03,Electricity,Outages,Negative,2.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-003903,Nagpur,Maharashtra,2026-06-03,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-003904,Pune,Maharashtra,2026-01-28,Education,Digital Education,Positive,5.0,Digital classroom access has improved learning conditions.
FB-2026-003905,Lucknow,Uttar Pradesh,2026-02-09,Digital Government Services,Server Downtime,Negative,3.0,The online service portal frequently becomes unavailable.
FB-2026-003906,Indore,Madhya Pradesh,2026-05-06,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-003907,Belagavi,Karnataka,2026-01-11,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-003908,Mumbai Suburban,Maharashtra,2026-01-02,Public Safety,Crime Rate,Negative,3.0,Recent theft incidents have increased safety concerns.
FB-2026-003909,Ahmedabad,Gujarat,2026-07-03,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-003910,Kanpur Nagar,Uttar Pradesh,2026-02-13,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-003911,Nagpur,Maharashtra,2026-04-12,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003912,Bhopal,Madhya Pradesh,2026-07-22,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-003913,Kalaburagi,Karnataka,2026-03-08,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-003914,Indore,Madhya Pradesh,2026-06-24,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-003915,Pune,Maharashtra,2026-08-06,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-003916,Nashik,Maharashtra,2026-01-15,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-003917,Nashik,Maharashtra,2026-01-02,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003918,Jaipur,Rajasthan,2026-08-29,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003919,Bengaluru Urban,Karnataka,2026-06-29,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-003920,Gorakhpur,Uttar Pradesh,2026-05-28,Public Safety,Crime Rate,Negative,3.0,Recent theft incidents have increased safety concerns.
FB-2026-003921,Bhavnagar,Gujarat,2026-01-03,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-003922,Jabalpur,Madhya Pradesh,2026-07-27,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-003923,Kota,Rajasthan,2026-01-26,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-003924,Lucknow,Uttar Pradesh,2026-07-15,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-003925,Bengaluru Urban,Karnataka,2026-07-23,Roads,Work Quality,Negative,2.0,Recent patchwork repairs have started deteriorating.
FB-2026-003926,Kota,Rajasthan,2026-01-24,Healthcare,Medicine Stock,Negative,1.0,Common medicines were unavailable at the facility.
FB-2026-003927,Pune,Maharashtra,2026-03-12,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-003928,Nashik,Maharashtra,2026-07-29,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003929,Dharwad,Karnataka,2026-05-22,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003930,Gorakhpur,Uttar Pradesh,2026-08-20,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-003931,Mumbai Suburban,Maharashtra,2026-06-01,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-003932,Mumbai Suburban,Maharashtra,2026-03-08,Roads,Potholes,Negative,3.0,Potholes on the arterial road are creating safety concerns.
FB-2026-003933,Rewa,Madhya Pradesh,2026-07-07,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-003934,Bengaluru Urban,Karnataka,2026-07-08,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-003935,Jabalpur,Madhya Pradesh,2026-04-30,Sanitation,Public Toilets,Negative,1.0,Public toilets are not consistently functional.
FB-2026-003936,Ujjain,Madhya Pradesh,2026-04-28,Public Transport,Schedule,Negative,2.0,Vehicles do not consistently follow the published timetable.
FB-2026-003937,Pune,Maharashtra,2026-07-26,Roads,Traffic Safety,Negative,3.0,Road markings and speed-control measures need improvement.
FB-2026-003938,Kota,Rajasthan,2026-07-05,Roads,Potholes,Negative,2.0,Potholes on the arterial road are creating safety concerns.
FB-2026-003939,Dharwad,Karnataka,2026-02-28,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-003940,Bengaluru Urban,Karnataka,2026-08-04,Employment,Recruitment,Negative,3.0,Recruitment opportunities for technical roles are limited.
FB-2026-003941,Rewa,Madhya Pradesh,2026-04-09,Electricity,Voltage,Negative,2.0,Voltage fluctuations have damaged electrical appliances.
FB-2026-003942,Bikaner,Rajasthan,2026-04-11,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-003943,Ujjain,Madhya Pradesh,2026-05-13,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-003944,Gwalior,Madhya Pradesh,2026-02-04,Roads,Traffic Safety,Negative,3.0,Road markings and speed-control measures need improvement.
FB-2026-003945,Jodhpur,Rajasthan,2026-01-18,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-003946,Jodhpur,Rajasthan,2026-08-24,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-003947,Nagpur,Maharashtra,2026-02-02,Roads,Work Quality,Negative,2.0,Recent patchwork repairs have started deteriorating.
FB-2026-003948,Kanpur Nagar,Uttar Pradesh,2026-06-05,Employment,Wage Delay,Negative,3.0,Payments under public employment programmes are delayed.
FB-2026-003949,Surat,Gujarat,2026-05-13,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-003950,Kota,Rajasthan,2026-06-27,Public Transport,Connectivity,Negative,1.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-003951,Bikaner,Rajasthan,2026-07-21,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-003952,Nashik,Maharashtra,2026-05-28,Roads,Potholes,Negative,2.0,Potholes on the arterial road are creating safety concerns.
FB-2026-003953,Ujjain,Madhya Pradesh,2026-03-07,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003954,Dharwad,Karnataka,2026-01-15,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-003955,Belagavi,Karnataka,2026-02-10,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-003956,Surat,Gujarat,2026-07-20,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003957,Lucknow,Uttar Pradesh,2026-04-14,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-003958,Jodhpur,Rajasthan,2026-06-30,Healthcare,Waiting Time,Negative,2.0,Registration and consultation took several hours.
FB-2026-003959,Mumbai Suburban,Maharashtra,2026-01-20,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-003960,Varanasi,Uttar Pradesh,2026-01-31,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-003961,Aurangabad,Maharashtra,2026-03-17,Public Transport,Schedule,Negative,2.0,Vehicles do not consistently follow the published timetable.
FB-2026-003962,Pune,Maharashtra,2026-08-03,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003963,Raichur,Karnataka,2026-01-27,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-003964,Nanded,Maharashtra,2026-08-19,Healthcare,Diagnostics,Negative,3.0,Diagnostic reporting took longer than expected.
FB-2026-003965,Jhansi,Uttar Pradesh,2026-08-16,Public Transport,Fare/Cost,Negative,2.0,Fare changes have increased the cost of commuting.
FB-2026-003966,Varanasi,Uttar Pradesh,2026-01-16,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-003967,Ujjain,Madhya Pradesh,2026-08-16,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003968,Bhopal,Madhya Pradesh,2026-04-25,Education,Digital Education,Positive,4.0,Digital classroom access has improved learning conditions.
FB-2026-003969,Ahmedabad,Gujarat,2026-03-16,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-003970,Gwalior,Madhya Pradesh,2026-02-16,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-003971,Kota,Rajasthan,2026-08-09,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-003972,Barmer,Rajasthan,2026-04-21,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-003973,Kota,Rajasthan,2026-01-09,Education,Attendance,Positive,4.0,Teacher attendance and student participation have improved.
FB-2026-003974,Rajkot,Gujarat,2026-03-31,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-003975,Kota,Rajasthan,2026-02-27,Sanitation,Drainage,Negative,2.0,Drainage overflow is creating hygiene and mosquito concerns.
FB-2026-003976,Nanded,Maharashtra,2026-01-23,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-003977,Kota,Rajasthan,2026-01-13,Roads,Work Quality,Negative,2.0,Recent patchwork repairs have started deteriorating.
FB-2026-003978,Rajkot,Gujarat,2026-04-21,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-003979,Belagavi,Karnataka,2026-04-27,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-003980,Jodhpur,Rajasthan,2026-03-09,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-003981,Ujjain,Madhya Pradesh,2026-05-10,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-003982,Ahmedabad,Gujarat,2026-05-07,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-003983,Aurangabad,Maharashtra,2026-01-03,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-003984,Aurangabad,Maharashtra,2026-02-12,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-003985,Mysuru,Karnataka,2026-03-02,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-003986,Gorakhpur,Uttar Pradesh,2026-01-09,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-003987,Kalaburagi,Karnataka,2026-03-05,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-003988,Udaipur,Rajasthan,2026-01-11,Roads,Erosion,Negative,3.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-003989,Belagavi,Karnataka,2026-01-16,Roads,Lighting,Negative,2.0,Street lighting is inadequate on several road segments.
FB-2026-003990,Bengaluru Urban,Karnataka,2026-07-03,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003991,Bhopal,Madhya Pradesh,2026-07-28,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-003992,Jodhpur,Rajasthan,2026-07-13,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-003993,Bengaluru Urban,Karnataka,2026-04-11,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-003994,Ahmedabad,Gujarat,2026-01-07,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-003995,Nagpur,Maharashtra,2026-07-21,Employment,Recruitment,Negative,1.0,Recruitment opportunities for technical roles are limited.
FB-2026-003996,Aurangabad,Maharashtra,2026-01-15,Public Safety,Traffic Control,Positive,5.0,Traffic management has improved safety during peak hours.
FB-2026-003997,Bhopal,Madhya Pradesh,2026-08-12,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-003998,Pune,Maharashtra,2026-05-08,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-003999,Rewa,Madhya Pradesh,2026-04-06,Healthcare,Doctor Availability,Negative,1.0,The public clinic has long queues because too few doctors are available.
FB-2026-004000,Indore,Madhya Pradesh,2026-07-18,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-004001,Jodhpur,Rajasthan,2026-03-29,Public Safety,Emergency Response,Positive,5.0,Emergency response was prompt when assistance was requested.
FB-2026-004002,Nagpur,Maharashtra,2026-04-25,Healthcare,Waiting Time,Negative,1.0,Registration and consultation took several hours.
FB-2026-004003,Lucknow,Uttar Pradesh,2026-07-04,Roads,Traffic Safety,Negative,2.0,Road markings and speed-control measures need improvement.
FB-2026-004004,Lucknow,Uttar Pradesh,2026-06-20,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-004005,Indore,Madhya Pradesh,2026-08-20,Public Transport,Delay/Frequency,Negative,3.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-004006,Jabalpur,Madhya Pradesh,2026-07-27,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004007,Aurangabad,Maharashtra,2026-08-14,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-004008,Nagpur,Maharashtra,2026-02-18,Healthcare,Doctor Availability,Negative,1.0,The public clinic has long queues because too few doctors are available.
FB-2026-004009,Kalaburagi,Karnataka,2026-08-09,Electricity,Outages,Negative,2.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-004010,Mumbai Suburban,Maharashtra,2026-07-04,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-004011,Mumbai Suburban,Maharashtra,2026-06-20,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-004012,Rewa,Madhya Pradesh,2026-03-08,Electricity,Voltage,Negative,2.0,Voltage fluctuations have damaged electrical appliances.
FB-2026-004013,Bikaner,Rajasthan,2026-02-09,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-004014,Bikaner,Rajasthan,2026-06-22,Electricity,Outages,Negative,3.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-004015,Nanded,Maharashtra,2026-01-02,Sanitation,Sweeping,Negative,2.0,Street sweeping is concentrated on main roads.
FB-2026-004016,Vadodara,Gujarat,2026-06-12,Roads,Work Quality,Negative,1.0,Recent patchwork repairs have started deteriorating.
FB-2026-004017,Jodhpur,Rajasthan,2026-07-13,Public Safety,Crime Rate,Negative,2.0,Recent theft incidents have increased safety concerns.
FB-2026-004018,Mumbai Suburban,Maharashtra,2026-06-08,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-004019,Rewa,Madhya Pradesh,2026-06-20,Electricity,Transformer,Negative,2.0,Transformer failures are frequent during high-demand periods.
FB-2026-004020,Rajkot,Gujarat,2026-03-27,Public Safety,Traffic Control,Positive,5.0,Traffic management has improved safety during peak hours.
FB-2026-004021,Prayagraj,Uttar Pradesh,2026-08-01,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-004022,Jabalpur,Madhya Pradesh,2026-05-03,Electricity,Voltage,Negative,1.0,Voltage fluctuations have damaged electrical appliances.
FB-2026-004023,Kanpur Nagar,Uttar Pradesh,2026-05-04,Healthcare,Waiting Time,Negative,2.0,Registration and consultation took several hours.
FB-2026-004024,Mysuru,Karnataka,2026-08-09,Education,Attendance,Positive,5.0,Teacher attendance and student participation have improved.
FB-2026-004025,Raichur,Karnataka,2026-05-30,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-004026,Nanded,Maharashtra,2026-03-31,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-004027,Nanded,Maharashtra,2026-07-23,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004028,Mysuru,Karnataka,2026-05-22,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004029,Ahmedabad,Gujarat,2026-02-13,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004030,Kutch,Gujarat,2026-05-27,Healthcare,Doctor Availability,Negative,1.0,The public clinic has long queues because too few doctors are available.
FB-2026-004031,Gwalior,Madhya Pradesh,2026-08-01,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004032,Gwalior,Madhya Pradesh,2026-03-09,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004033,Raichur,Karnataka,2026-02-17,Roads,Erosion,Negative,3.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-004034,Vadodara,Gujarat,2026-03-01,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-004035,Kutch,Gujarat,2026-03-04,Water Supply,Water Purity,Negative,3.0,Residents reported concerns about water quality.
FB-2026-004036,Nanded,Maharashtra,2026-03-18,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004037,Kota,Rajasthan,2026-01-02,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004038,Prayagraj,Uttar Pradesh,2026-05-05,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004039,Barmer,Rajasthan,2026-08-25,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004040,Lucknow,Uttar Pradesh,2026-08-11,Digital Government Services,Grievance Redressal,Negative,1.0,Digital complaints are not always resolved within expected timelines.
FB-2026-004041,Prayagraj,Uttar Pradesh,2026-04-01,Electricity,Billing,Negative,1.0,Billing errors are creating avoidable grievance cases.
FB-2026-004042,Rewa,Madhya Pradesh,2026-03-11,Public Transport,Fare/Cost,Negative,2.0,Fare changes have increased the cost of commuting.
FB-2026-004043,Nashik,Maharashtra,2026-06-22,Employment,Job Creation,Negative,2.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-004044,Pune,Maharashtra,2026-08-28,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004045,Kutch,Gujarat,2026-03-18,Digital Government Services,Server Downtime,Negative,3.0,The online service portal frequently becomes unavailable.
FB-2026-004046,Mumbai Suburban,Maharashtra,2026-03-12,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004047,Jaipur,Rajasthan,2026-04-29,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004048,Raichur,Karnataka,2026-04-18,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-004049,Jodhpur,Rajasthan,2026-06-04,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-004050,Jabalpur,Madhya Pradesh,2026-05-02,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-004051,Kanpur Nagar,Uttar Pradesh,2026-01-06,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-004052,Jaipur,Rajasthan,2026-06-28,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-004053,Jhansi,Uttar Pradesh,2026-03-20,Healthcare,Medicine Stock,Negative,1.0,Common medicines were unavailable at the facility.
FB-2026-004054,Varanasi,Uttar Pradesh,2026-03-10,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004055,Kanpur Nagar,Uttar Pradesh,2026-05-27,Employment,Wage Delay,Negative,1.0,Payments under public employment programmes are delayed.
FB-2026-004056,Aurangabad,Maharashtra,2026-03-17,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004057,Kota,Rajasthan,2026-07-14,Roads,Work Quality,Negative,3.0,Recent patchwork repairs have started deteriorating.
FB-2026-004058,Vadodara,Gujarat,2026-04-30,Healthcare,Diagnostics,Negative,3.0,Diagnostic reporting took longer than expected.
FB-2026-004059,Barmer,Rajasthan,2026-01-04,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-004060,Belagavi,Karnataka,2026-08-12,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-004061,Barmer,Rajasthan,2026-04-11,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004062,Surat,Gujarat,2026-01-09,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-004063,Gorakhpur,Uttar Pradesh,2026-06-22,Public Transport,Connectivity,Negative,2.0,Last-mile connectivity from the main transit hub is limited.
